<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
18/12/18,109300,109310,109220,109240
18/12/18,109240,109270,109220,109270
18/12/18,109260,109290,109260,109270
18/12/18,109260,109270,109210,109250
18/12/18,109250,109270,109230,109270
18/12/18,109270,109270,109250,109270
18/12/18,109270,109270,109230,109270
18/12/18,109270,109280,109230,109240
18/12/18,109240,109310,109240,109310
18/12/18,109300,109310,109270,109280
18/12/18,109270,109280,109260,109260
18/12/18,109250,109310,109250,109290
18/12/18,109290,109320,109290,109310
18/12/18,109310,109390,109310,109370
18/12/18,109380,109420,109370,109390
18/12/18,109390,109460,109350,109410
18/12/18,109400,109420,109390,109390
18/12/18,109390,109400,109360,109370
18/12/18,109360,109370,109330,109350
18/12/18,109350,109360,109290,109300
18/12/18,109300,109310,109250,109270
18/12/18,109270,109270,109240,109260
18/12/18,109260,109280,109170,109190
18/12/18,109190,109230,109120,109180
18/12/18,109180,109180,109130,109170
18/12/18,109160,109220,109160,109220
18/12/18,109200,109250,109160,109230
18/12/18,109200,109210,109150,109160
18/12/18,109180,109220,109120,109120
18/12/18,109130,109190,109120,109180
18/12/18,109190,109200,109140,109160
18/12/18,109170,109190,109120,109150
18/12/18,109150,109180,109090,109110
18/12/18,109110,109130,109040,109090
18/12/18,109090,109200,109090,109190
18/12/18,109190,109210,109150,109170
18/12/18,109150,109180,109130,109180
18/12/18,109170,109170,109120,109120
18/12/18,109120,109140,109110,109110
18/12/18,109110,109120,109070,109120
18/12/18,109100,109110,109060,109100
18/12/18,109090,109120,109060,109120
18/12/18,109120,109140,109060,109080
18/12/18,109070,109100,109060,109060
18/12/18,109070,109070,109010,109010
18/12/18,109010,109050,109000,109030
18/12/18,109020,109060,109000,109010
18/12/18,109010,109010,108850,108880
18/12/18,108880,108910,108830,108840
18/12/18,108840,108930,108830,108920
18/12/18,108920,108920,108870,108890
18/12/18,108890,108920,108820,108890
18/12/18,108900,108910,108870,108870
18/12/18,108880,108930,108860,108920
18/12/18,108920,108960,108910,108940
18/12/18,108950,109000,108900,108960
18/12/18,108950,108980,108900,108970
18/12/18,108960,109010,108940,108990
18/12/18,108990,109000,108940,108940
18/12/18,108950,108970,108910,108940
18/12/18,108950,108970,108840,108850
18/12/18,108850,108900,108830,108860
18/12/18,108870,108910,108840,108840
18/12/18,108840,108870,108800,108850
18/12/18,108850,108870,108750,108770
18/12/18,108780,108800,108730,108760
18/12/18,108760,108870,108760,108850
18/12/18,108860,108880,108840,108860
18/12/18,108850,108870,108840,108860
18/12/18,108860,108880,108830,108830
18/12/18,108830,108850,108790,108820
18/12/18,108820,108860,108790,108860
18/12/18,108840,108860,108790,108800
18/12/18,108800,108820,108760,108800
18/12/18,108790,108850,108780,108820
18/12/18,108820,108860,108820,108860
18/12/18,108860,108890,108860,108880
18/12/18,108870,108900,108860,108870
18/12/18,108860,108880,108840,108870
18/12/18,108870,108900,108850,108890
18/12/18,108880,108930,108880,108920
18/12/18,108920,108950,108890,108930
18/12/18,108920,108960,108900,108920
18/12/18,108910,108930,108900,108910
18/12/18,108900,108940,108900,108920
18/12/18,108920,108940,108910,108920
18/12/18,108930,108940,108920,108920
18/12/18,108920,108930,108890,108900
18/12/18,108910,108910,108850,108900
18/12/18,108890,108890,108800,108820
18/12/18,108830,108850,108800,108840
18/12/18,108850,108880,108810,108820
18/12/18,108820,108840,108750,108770
18/12/18,108780,108840,108770,108830
18/12/18,108840,108890,108840,108890
18/12/18,108870,108870,108830,108870
18/12/18,108880,108890,108840,108860
18/12/18,108840,108870,108840,108870
18/12/18,108880,108900,108870,108890
18/12/18,108890,108980,108890,108960
18/12/18,108970,108980,108930,108950
18/12/18,108950,108970,108930,108960
18/12/18,108970,108970,108910,108930
18/12/18,108920,108950,108910,108920
18/12/18,108910,108940,108900,108940
18/12/18,108940,108960,108930,108940
18/12/18,108940,108960,108900,108960
18/12/18,108970,108970,108900,108940
18/12/18,108940,108970,108920,108940
18/12/18,108940,108970,108920,108940
18/12/18,108950,108960,108930,108930
18/12/18,108940,108960,108930,108960
18/12/18,108960,108990,108940,108960
18/12/18,108980,109070,108980,109010
